,Date,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,C1_School closing (0),C1_School closing (1),C1_School closing (2),C1_School closing (3),C2_Workplace closing (0),C2_Workplace closing (1),C2_Workplace closing (2),C2_Workplace closing (3),C3_Cancel public events (0),C3_Cancel public events (1),C3_Cancel public events (2),C4_Restrictions on gatherings (0),C4_Restrictions on gatherings (1),C4_Restrictions on gatherings (2),C4_Restrictions on gatherings (3),C4_Restrictions on gatherings (4),C5_Close public transport (0),C5_Close public transport (1),C5_Close public transport (2),C6_Stay at home requirements (0),C6_Stay at home requirements (1),C6_Stay at home requirements (2),C6_Stay at home requirements (3),C7_Restrictions on internal movement (0),C7_Restrictions on internal movement (1),C7_Restrictions on internal movement (2),C8_International travel controls (0),C8_International travel controls (1),C8_International travel controls (2),C8_International travel controls (3),C8_International travel controls (4),E1_Income support (0),E1_Income support (1),E1_Income support (2),E2_Debt/contract relief (0),E2_Debt/contract relief (1),E2_Debt/contract relief (2),H1_Public information campaigns (0),H1_Public information campaigns (1),H1_Public information campaigns (2),H2_Testing policy (0),H2_Testing policy (1),H2_Testing policy (2),H2_Testing policy (3),H3_Contact tracing (0),H3_Contact tracing (1),H3_Contact tracing (2),H7_Vaccination policy (0),H7_Vaccination policy (1),H7_Vaccination policy (2),H7_Vaccination policy (3),H7_Vaccination policy (4),H7_Vaccination policy (5)
86,27/03/2020,0,0,0,0,1,1530,53,40.74,40.74,38.33,36.54,50,14,3,3,3,14,3,0,0,14,6,0,14,0,0,0,0,14,0,0,14,0,0,0,14,3,0,14,12,9,0,0,14,0,0,14,0,0,14,6,6,14,12,0,0,14,12,0,14,0,0,0,0,0
87,28/03/2020,0,0,0,0,1,1728,56,40.74,40.74,38.33,36.54,50,14,3,3,3,14,3,0,0,14,6,0,14,0,0,0,0,14,0,0,14,0,0,0,14,3,0,14,12,9,0,0,14,0,0,14,0,0,14,6,6,14,12,0,0,14,12,0,14,0,0,0,0,0
88,29/03/2020,0,0,0,0,1,1907,63,40.74,40.74,38.33,36.54,50,14,3,3,3,14,3,0,0,14,6,0,14,0,0,0,0,14,0,0,14,0,0,0,14,3,0,14,12,9,0,0,14,0,0,14,0,0,14,9,9,14,12,0,0,14,12,0,14,0,0,0,0,0
89,30/03/2020,0,0,0,0,1,2001,65,40.74,40.74,38.33,36.54,50,14,3,3,3,14,3,0,0,14,6,0,14,0,0,0,0,14,0,0,14,0,0,0,14,3,0,14,12,9,0,0,14,0,0,14,0,0,14,9,9,14,12,0,0,14,12,0,14,0,0,0,0,0
90,31/03/2020,0,0,0,0,1,2255,67,40.74,40.74,38.33,36.54,50,14,3,3,3,14,3,0,0,14,6,0,14,0,0,0,0,14,0,0,14,0,0,0,14,3,0,14,14,9,0,0,14,0,0,14,0,0,14,9,9,14,12,0,0,14,12,0,14,0,0,0,0,0
91,01/04/2020,0,0,0,0,1,2535,72,40.74,40.74,38.33,36.54,50,15,3,3,3,15,6,0,0,15,6,0,15,0,0,0,0,15,0,0,15,0,0,0,15,6,0,15,12,9,0,0,15,0,0,15,0,0,15,9,9,15,12,0,0,15,12,0,15,0,0,0,0,0
92,02/04/2020,0,8.34353E+11,0,0,1,2818,75,40.74,40.74,38.33,36.54,50,15,3,3,3,15,6,0,0,15,6,0,15,0,0,0,0,15,0,0,15,0,0,0,15,6,0,15,12,9,0,0,15,0,0,15,0,0,15,9,9,15,12,0,0,15,12,0,15,0,0,0,0,0
93,03/04/2020,0,0,0,0,1,3154,81,43.52,43.52,40,38.46,50,15,3,3,3,15,6,0,0,15,6,0,15,0,0,0,0,15,0,0,15,0,0,0,15,6,0,15,12,9,0,0,15,0,0,15,3,3,15,9,9,15,12,0,0,15,12,0,15,0,0,0,0,0
94,04/04/2020,0,0,0,0,1,3525,87,43.52,43.52,40,38.46,50,15,3,3,3,15,6,0,0,15,6,0,15,0,0,0,0,15,0,0,15,0,0,0,15,6,0,15,12,9,0,0,15,0,0,15,3,3,15,9,9,15,12,0,0,15,12,0,15,0,0,0,0,0
95,05/04/2020,0,0,0,0,1,3876,93,43.52,43.52,40,38.46,50,15,3,3,3,15,6,0,0,15,6,0,15,0,0,0,0,15,0,0,15,0,0,0,15,6,0,15,12,9,0,0,15,0,0,15,3,3,15,9,9,15,12,0,0,15,12,0,15,0,0,0,0,0
96,06/04/2020,0,0,0,0,1,4110,96,43.52,43.52,40,38.46,50,15,3,3,3,15,6,0,0,15,6,0,15,0,0,0,0,15,0,0,15,0,0,0,15,6,0,15,15,9,0,0,15,0,0,15,3,3,15,9,9,15,12,0,0,15,12,0,15,0,0,0,0,0
97,07/04/2020,9.90863E+11,0,0,0,1,4485,98,45.37,45.37,41.11,39.74,50,16,6,6,6,16,6,0,0,16,6,0,16,0,0,0,0,16,0,0,16,0,0,0,16,6,0,16,15,9,0,0,16,0,0,16,3,3,16,9,9,16,12,0,0,16,12,0,16,0,0,0,0,0
98,08/04/2020,0,0,0,0,1,5020,105,45.37,45.37,41.11,39.74,50,16,6,6,6,16,6,0,0,16,6,0,16,0,0,0,0,16,0,0,16,0,0,0,16,6,0,16,15,9,0,0,16,0,0,16,3,3,16,9,9,16,12,0,0,16,12,0,16,0,0,0,0,0
99,09/04/2020,0,0,0,0,1,5614,113,45.37,45.37,41.11,39.74,50,16,6,6,6,16,6,0,0,16,6,0,16,0,0,0,0,16,0,0,16,0,0,0,16,6,0,16,15,9,0,0,16,0,0,16,3,3,16,9,9,16,12,0,0,16,12,0,16,0,0,0,0,0
100,10/04/2020,0,0,0,0,1,6250,125,45.37,45.37,41.11,39.74,50,16,6,6,6,16,6,0,0,16,6,0,16,0,0,0,0,16,0,0,16,0,0,0,16,6,0,16,15,9,0,0,16,0,0,16,3,3,16,9,9,16,12,0,0,16,12,0,16,0,0,0,0,0
101,11/04/2020,0,0,0,0,1,6951,138,45.37,45.37,41.11,39.74,50,16,6,6,6,16,6,0,0,16,6,0,16,0,0,0,0,16,0,0,16,0,0,0,16,6,0,16,15,9,0,0,16,0,0,16,3,3,16,9,9,16,12,0,0,16,12,0,16,0,0,0,0,0
102,12/04/2020,0,0,0,0,1,7473,147,45.37,45.37,41.11,39.74,50,16,6,6,6,16,6,0,0,16,6,0,16,0,0,0,0,16,0,0,16,0,0,0,16,6,0,16,16,9,0,0,16,0,0,16,3,3,16,9,9,16,12,0,0,16,12,0,16,0,0,0,0,0
103,13/04/2020,0,0,0,0,1,7773,156,45.37,45.37,41.11,39.74,50,17,6,6,6,17,6,0,0,17,6,0,17,0,0,0,0,17,0,0,17,0,0,0,17,6,0,17,15,12,0,0,17,0,0,17,3,3,17,9,9,17,12,0,0,17,12,0,17,0,0,0,0,0
104,14/04/2020,0,0,0,0,1,8277,170,45.37,45.37,41.11,39.74,50,17,6,6,6,17,6,0,0,17,9,0,17,0,0,0,0,17,0,0,17,0,0,0,17,6,0,17,15,12,0,0,17,0,0,17,3,3,17,9,9,17,15,0,0,17,15,0,17,0,0,0,0,0
105,15/04/2020,0,0,0,0,1,8835,186,45.37,45.37,41.11,39.74,50,17,6,6,6,17,6,0,0,17,9,0,17,0,0,0,0,17,0,0,17,0,0,0,17,6,0,17,15,12,0,0,17,0,0,17,3,3,17,9,9,17,15,0,0,17,15,0,17,0,0,0,0,0
106,16/04/2020,0,2458012369,0,0,1,9398,204,47.22,47.22,45.56,41.03,75,17,6,6,6,17,6,0,0,17,9,0,17,0,0,0,0,17,0,0,17,0,0,0,17,6,0,17,15,12,0,0,17,0,0,17,3,3,17,12,12,17,15,0,0,17,15,0,17,0,0,0,0,0
107,17/04/2020,0,0,0,0,1,9958,217,47.22,47.22,45.56,41.03,75,17,6,6,6,17,6,0,0,17,9,0,17,0,0,0,0,17,0,0,17,0,0,0,17,6,0,17,15,12,0,0,17,0,0,17,3,3,17,12,12,17,15,0,0,17,15,0,17,0,0,0,0,0
108,18/04/2020,0,0,0,0,1,10548,236,47.22,47.22,45.56,41.03,75,17,6,6,6,17,6,0,0,17,9,0,17,0,0,0,0,17,0,0,17,0,0,0,17,6,0,17,17,12,0,0,17,0,0,17,3,3,17,12,12,17,15,0,0,17,15,0,17,0,0,0,0,0
109,19/04/2020,0,0,0,0,1,10914,255,47.22,47.22,45.56,41.03,75,18,6,6,6,18,9,0,0,18,9,0,18,0,0,0,0,18,0,0,18,0,0,0,18,9,0,18,15,12,0,0,18,0,0,18,3,3,18,12,12,18,15,0,0,18,15,0,18,0,0,0,0,0
110,20/04/2020,0,0,16801000000,0,1,11258,275,47.22,47.22,45.56,41.03,75,18,6,6,6,18,9,0,0,18,9,0,18,0,0,0,0,18,0,0,18,0,0,0,18,9,0,18,15,12,0,0,18,0,0,18,3,3,18,12,12,18,15,0,0,18,15,0,18,0,0,0,0,0
111,21/04/2020,0,0,0,0,1,11641,303,47.22,47.22,45.56,41.03,75,18,6,6,6,18,9,0,0,18,9,0,18,0,0,0,0,18,0,0,18,0,0,0,18,9,0,18,15,12,3,0,18,0,0,18,6,6,18,12,12,18,15,0,0,18,15,0,18,0,0,0,0,0
112,22/04/2020,0,0,0,0,1,12037,323,47.22,47.22,45.56,41.03,75,18,6,6,6,18,9,0,0,18,9,0,18,0,0,0,0,18,0,0,18,0,0,0,18,9,0,18,15,12,3,0,18,0,0,18,6,6,18,12,12,18,15,0,0,18,15,0,18,0,0,0,0,0
113,23/04/2020,0,0,0,0,1,12469,351,47.22,47.22,45.56,41.03,75,18,6,6,6,18,9,0,0,18,9,0,18,0,0,0,0,18,0,0,18,0,0,0,18,9,0,18,15,12,3,0,18,0,0,18,6,6,18,12,12,18,15,0,0,18,15,0,18,0,0,0,0,0
114,24/04/2020,0,0,0,0,1,12854,360,47.22,47.22,45.56,41.03,75,18,6,6,6,18,9,0,0,18,9,0,18,0,0,0,0,18,0,0,18,0,0,0,18,9,0,18,18,12,3,0,18,0,0,18,6,6,18,12,12,18,15,0,0,18,15,0,18,0,0,0,0,0
115,25/04/2020,0,0,0,0,1,13186,379,47.22,47.22,45.56,41.03,75,19,9,9,9,19,9,0,0,19,9,0,19,0,0,0,0,19,0,0,19,3,0,0,19,9,0,19,18,12,3,0,19,0,0,19,6,6,19,12,12,19,15,0,0,19,15,0,19,0,0,0,0,0
116,26/04/2020,0,0,0,0,1,13405,395,47.22,47.22,45.56,41.03,75,19,9,9,9,19,9,0,0,19,9,0,19,0,0,0,0,19,0,0,19,3,0,0,19,9,0,19,18,12,3,0,19,0,0,19,6,6,19,12,12,19,15,0,0,19,15,0,19,0,0,0,0,0
117,27/04/2020,0,0,0,0,1,13576,417,47.22,47.22,45.56,41.03,75,19,9,9,9,19,9,0,0,19,9,0,19,0,0,0,0,19,0,0,19,3,0,0,19,9,0,19,18,12,3,0,19,0,0,19,6,6,19,12,12,19,15,0,0,19,15,0,19,0,0,0,0,0
118,28/04/2020,0,0,0,0,1,13860,436,47.22,47.22,45.56,41.03,75,19,9,9,9,19,9,0,0,19,9,0,19,0,0,0,0,19,0,0,19,3,0,0,19,9,0,19,18,12,3,0,19,0,0,19,6,6,19,12,12,19,15,0,0,19,15,0,19,0,0,0,0,0
119,29/04/2020,0,0,0,0,1,14076,454,47.22,47.22,45.56,41.03,75,19,9,9,9,19,9,0,0,19,9,0,19,0,0,0,0,19,0,0,19,3,0,0,19,9,0,19,18,12,3,0,19,0,0,19,6,6,19,12,12,19,15,0,0,19,15,0,19,0,0,0,0,0
120,30/04/2020,0,150000000,0,0,1,14284,481,47.22,47.22,45.56,41.03,75,19,9,9,9,19,9,0,0,19,9,0,19,0,0,0,0,19,0,0,19,3,0,0,19,9,0,19,19,12,3,0,19,0,0,19,6,6,19,12,12,19,15,0,0,19,15,0,19,0,0,0,0,0
121,01/05/2020,0,0,0,0,1,14558,510,47.22,47.22,45.56,41.03,75,20,9,9,9,20,9,0,0,20,9,0,20,0,0,0,0,20,0,0,20,3,0,0,20,9,0,20,18,15,3,0,20,0,0,20,6,6,20,12,12,20,15,0,0,20,15,0,20,0,0,0,0,0
122,02/05/2020,0,0,0,0,1,14861,536,47.22,47.22,45.56,41.03,75,20,9,9,9,20,9,0,0,20,12,0,20,0,0,0,0,20,0,0,20,3,0,0,20,9,0,20,18,15,3,0,20,0,0,20,6,6,20,12,12,20,18,0,0,20,18,0,20,0,0,0,0,0
123,03/05/2020,0,0,0,0,1,15061,560,47.22,47.22,45.56,41.03,75,20,9,9,9,20,9,0,0,20,12,0,20,0,0,0,0,20,0,0,20,3,0,0,20,9,0,20,18,15,3,0,20,0,0,20,6,6,20,12,12,20,18,0,0,20,18,0,20,0,0,0,0,0
124,04/05/2020,0,0,0,0,1,15229,582,47.22,47.22,45.56,41.03,75,20,9,9,9,20,9,0,0,20,12,0,20,0,0,0,0,20,0,0,20,3,0,0,20,9,0,20,18,15,3,0,20,3,0,20,6,6,20,15,15,20,18,0,0,20,18,0,20,0,0,0,0,0
125,05/05/2020,0,0,0,0,1,15354,593,47.22,47.22,45.56,41.03,75,20,9,9,9,20,9,0,0,20,12,0,20,0,0,0,0,20,0,0,20,3,0,0,20,9,0,20,18,15,3,0,20,3,0,20,6,6,20,15,15,20,18,0,0,20,18,0,20,0,0,0,0,0
126,06/05/2020,0,0,0,0,1,15455,605,47.22,47.22,45.56,41.03,75,20,9,9,9,20,9,0,0,20,12,0,20,0,0,0,0,20,0,0,20,3,0,0,20,9,0,20,20,15,3,0,20,3,0,20,6,6,20,15,15,20,18,0,0,20,18,0,20,0,0,0,0,0
127,07/05/2020,0,0,0,0,1,15553,617,47.22,47.22,45.56,41.03,75,21,9,9,9,21,12,0,0,21,12,0,21,0,0,0,0,21,0,0,21,3,0,0,21,12,0,21,18,15,3,0,21,3,0,21,6,6,21,15,15,21,18,0,0,21,18,0,21,0,0,0,0,0
128,08/05/2020,0,0,0,0,1,15640,634,47.22,47.22,45.56,41.03,75,21,9,9,9,21,12,0,0,21,12,0,21,0,0,0,0,21,0,0,21,3,0,0,21,12,0,21,18,15,3,0,21,3,0,21,6,6,21,15,15,21,18,0,0,21,18,0,21,0,0,0,0,0
129,09/05/2020,0,0,0,0,1,15755,654,47.22,47.22,45.56,41.03,75,21,9,9,9,21,12,0,0,21,12,0,21,0,0,0,0,21,0,0,21,3,0,0,21,12,0,21,18,15,6,0,21,3,0,21,9,9,21,15,15,21,18,0,0,21,18,0,21,0,0,0,0,0
130,10/05/2020,0,0,0,0,1,15824,666,47.22,47.22,45.56,41.03,75,21,9,9,9,21,12,0,0,21,12,0,21,0,0,0,0,21,0,0,21,3,0,0,21,12,0,21,18,15,6,0,21,3,0,21,9,9,21,15,15,21,18,0,0,21,18,0,21,0,0,0,0,0
131,11/05/2020,0,0,0,0,1,15861,685,47.22,47.22,45.56,41.03,75,21,9,9,9,21,12,0,0,21,12,0,21,0,0,0,0,21,0,0,21,3,0,0,21,12,0,21,18,15,6,0,21,3,0,21,9,9,21,15,15,21,18,0,0,21,18,0,21,0,0,0,0,0
132,12/05/2020,0,0,0,0,1,15948,707,47.22,47.22,45.56,41.03,75,21,9,9,9,21,12,0,0,21,12,0,21,0,0,0,0,21,0,0,21,3,0,0,21,12,0,21,21,15,6,0,21,3,0,21,9,9,21,15,15,21,18,0,0,21,18,0,21,0,0,0,0,0
133,13/05/2020,0,100000000,0,0,1,15998,726,47.22,47.22,45.56,41.03,75,22,12,12,12,22,12,0,0,22,12,0,22,0,0,0,0,22,0,0,22,6,0,0,22,12,0,22,21,15,6,0,22,3,0,22,9,9,22,15,15,22,18,0,0,22,18,0,22,0,0,0,0,0
134,14/05/2020,0,0,0,0,1,16096,742,40.74,40.74,41.67,36.54,75,22,12,12,12,22,12,0,0,22,12,0,22,0,0,0,0,22,0,0,22,6,0,0,22,12,0,22,21,15,6,0,22,3,0,22,9,9,22,15,15,22,18,0,0,22,18,0,22,0,0,0,0,0
135,15/05/2020,0,2700000000,0,0,1,16148,760,40.74,40.74,41.67,36.54,75,22,12,12,12,22,12,0,0,22,12,0,22,0,0,0,0,22,0,0,22,6,0,0,22,12,0,22,21,15,6,0,22,3,0,22,9,9,22,15,15,22,18,0,0,22,18,0,22,0,0,0,0,0
136,16/05/2020,0,0,0,0,1,16202,778,40.74,40.74,41.67,36.54,75,22,12,12,12,22,12,0,0,22,12,0,22,0,0,0,0,22,0,0,22,6,0,0,22,12,0,22,21,15,6,0,22,3,0,22,9,9,22,15,15,22,18,0,0,22,18,0,22,0,0,0,0,0
137,17/05/2020,0,0,0,0,1,16226,787,40.74,40.74,41.67,36.54,75,22,12,12,12,22,12,0,0,22,12,0,22,0,0,0,0,22,0,0,22,6,0,0,22,12,0,22,21,15,6,0,22,3,0,22,9,9,22,15,15,22,18,0,0,22,18,0,22,0,0,0,0,0
138,18/05/2020,0,0,0,0,1,16259,796,40.74,40.74,41.67,36.54,75,22,12,12,12,22,12,0,0,22,12,0,22,0,0,0,0,22,0,0,22,6,0,0,22,12,0,22,22,15,6,0,22,3,0,22,9,9,22,15,15,22,18,0,0,22,18,0,22,0,0,0,0,0
139,19/05/2020,491257000,0,0,0,1,16287,805,40.74,40.74,41.67,36.54,75,23,12,12,12,23,12,0,0,23,12,0,23,0,0,0,0,23,0,0,23,6,0,0,23,12,0,23,21,18,6,0,23,3,0,23,9,9,23,15,15,23,18,0,0,23,18,0,23,0,0,0,0,0
140,20/05/2020,0,0,0,0,1,16321,818,40.74,40.74,41.67,36.54,75,23,12,12,12,23,12,0,0,23,15,0,23,0,0,0,0,23,0,0,23,6,0,0,23,12,0,23,21,18,6,0,23,3,0,23,9,9,23,15,15,23,21,0,0,23,21,0,23,0,0,0,0,0
141,21/05/2020,0,0,0,0,1,16362,826,40.74,40.74,41.67,36.54,75,23,12,12,12,23,12,0,0,23,15,0,23,0,0,0,0,23,0,0,23,6,0,0,23,12,0,23,21,18,6,0,23,3,0,23,9,9,23,15,15,23,21,0,0,23,21,0,23,0,0,0,0,0
142,22/05/2020,0,0,0,0,1,16385,836,40.74,40.74,41.67,36.54,75,23,12,12,12,23,12,0,0,23,15,0,23,0,0,0,0,23,0,0,23,6,0,0,23,12,0,23,21,18,6,0,23,6,0,23,9,9,23,18,18,23,21,0,0,23,21,0,23,0,0,0,0,0
143,23/05/2020,0,0,0,0,1,16410,845,40.74,40.74,41.67,36.54,75,23,12,12,12,23,12,0,0,23,15,0,23,0,0,0,0,23,0,0,23,6,0,0,23,12,0,23,21,18,6,0,23,6,0,23,9,9,23,18,18,23,21,0,0,23,21,0,23,0,0,0,0,0
144,24/05/2020,0,0,0,0,1,16451,852,40.74,40.74,41.67,36.54,75,23,12,12,12,23,12,0,0,23,15,0,23,0,0,0,0,23,0,0,23,6,0,0,23,12,0,23,23,18,6,0,23,6,0,23,9,9,23,18,18,23,21,0,0,23,21,0,23,0,0,0,0,0
145,25/05/2020,0,0,0,0,1,16472,857,31.48,31.48,36.11,30.13,75,24,12,12,12,24,0,0,0,24,15,0,24,0,0,0,0,24,0,0,24,0,0,0,24,15,0,24,21,18,6,0,24,6,0,24,9,9,24,18,18,24,21,0,0,24,21,0,24,0,0,0,0,0
146,26/05/2020,0,0,0,0,1,16502,863,34.26,34.26,37.78,32.05,75,24,12,12,12,24,0,0,0,24,15,0,24,0,0,0,0,24,0,0,24,0,0,0,24,15,0,24,21,18,6,0,24,6,0,24,9,9,24,18,18,24,21,0,0,24,21,0,24,0,0,0,0,0
147,27/05/2020,0,0,0,0,1,16528,870,34.26,34.26,37.78,32.05,75,24,12,12,12,24,0,0,0,24,15,0,24,0,0,0,0,24,0,0,24,0,0,0,24,15,0,24,21,18,9,0,24,6,0,24,12,12,24,18,18,24,21,0,0,24,21,0,24,0,0,0,0,0
148,28/05/2020,0,0,0,0,1,16598,881,34.26,34.26,37.78,32.05,75,24,12,12,12,24,0,0,0,24,15,0,24,0,0,0,0,24,0,0,24,0,0,0,24,15,0,24,21,18,9,0,24,6,0,24,12,12,24,18,18,24,21,0,0,24,21,0,24,0,0,0,0,0
149,29/05/2020,0,0,0,0,1,16673,887,34.26,34.26,37.78,32.05,75,24,12,12,12,24,0,0,0,24,15,0,24,0,0,0,0,24,0,0,24,0,0,0,24,15,0,24,21,18,9,0,24,6,0,24,12,12,24,18,18,24,21,0,0,24,21,0,24,0,0,0,0,0
150,30/05/2020,0,0,0,0,1,16716,894,34.26,34.26,37.78,32.05,75,24,12,12,12,24,0,0,0,24,15,0,24,0,0,0,0,24,0,0,24,0,0,0,24,15,0,24,24,18,9,0,24,6,0,24,12,12,24,18,18,24,21,0,0,24,21,0,24,0,0,0,0,0
151,31/05/2020,0,0,0,0,1,16751,898,34.26,34.26,37.78,32.05,75,25,15,15,15,25,0,0,0,25,15,0,25,0,0,0,0,25,0,0,25,0,0,0,25,15,0,25,24,18,9,0,25,6,0,25,12,12,25,18,18,25,21,0,0,25,21,0,25,0,0,0,0,0
152,01/06/2020,0,0,0,0,1,16787,899,28.7,28.7,34.44,28.21,75,25,15,0,0,25,0,0,0,25,15,0,25,0,0,0,0,25,0,0,25,0,0,0,25,15,0,25,24,18,9,0,25,6,0,25,12,12,25,18,18,25,21,0,0,25,21,0,25,0,0,0,0,0
153,02/06/2020,0,0,0,0,1,16837,902,28.7,28.7,34.44,28.21,75,25,15,0,0,25,0,0,0,25,15,0,25,0,0,0,0,25,0,0,25,0,0,0,25,15,0,25,24,18,9,0,25,6,0,25,12,12,25,18,18,25,21,0,0,25,21,0,25,0,0,0,0,0
154,03/06/2020,0,0,0,0,1,16867,905,28.7,28.7,34.44,28.21,75,25,15,0,0,25,0,0,0,25,15,0,25,0,0,0,0,25,0,0,25,0,0,0,25,15,0,25,24,18,9,0,25,6,0,25,12,12,25,18,18,25,21,0,0,25,21,0,25,0,0,0,0,0
155,04/06/2020,0,0,0,0,1,16911,911,28.7,28.7,34.44,28.21,75,25,15,0,0,25,0,0,0,25,15,0,25,0,0,0,0,25,0,0,25,0,0,0,25,15,0,25,24,18,9,0,25,6,0,25,12,12,25,18,18,25,21,0,0,25,21,0,25,0,0,0,0,0
156,05/06/2020,0,0,0,300000000,1,16958,916,28.7,28.7,34.44,28.21,75,25,15,0,0,25,0,0,0,25,15,0,25,0,0,0,0,25,0,0,25,0,0,0,25,15,0,25,25,18,9,0,25,6,0,25,12,12,25,18,18,25,21,0,0,25,21,0,25,0,0,0,0,0
157,06/06/2020,0,0,0,0,1,17000,915,28.7,28.7,34.44,28.21,75,26,15,0,0,26,0,0,0,26,15,0,26,0,0,0,0,26,0,0,26,0,0,0,26,15,0,26,24,21,9,0,26,6,0,26,12,12,26,18,18,26,21,0,0,26,21,0,26,0,0,0,0,0
158,07/06/2020,0,7541400,0,0,1,17039,917,28.7,28.7,34.44,28.21,75,26,15,0,0,26,0,0,0,26,18,0,26,0,0,0,0,26,0,0,26,0,0,0,26,15,0,26,24,21,9,0,26,6,0,26,12,12,26,18,18,26,24,0,0,26,24,0,26,0,0,0,0,0
159,08/06/2020,0,0,0,0,1,17060,920,28.7,28.7,34.44,28.21,75,26,15,0,0,26,0,0,0,26,18,0,26,0,0,0,0,26,0,0,26,0,0,0,26,15,0,26,24,21,9,0,26,6,0,26,12,12,26,18,18,26,24,0,0,26,24,0,26,0,0,0,0,0
160,09/06/2020,0,0,0,0,1,17111,920,28.7,28.7,34.44,28.21,75,26,15,0,0,26,0,0,0,26,18,0,26,0,0,0,0,26,0,0,26,0,0,0,26,15,0,26,24,21,9,0,26,9,0,26,12,12,26,21,21,26,24,0,0,26,24,0,26,0,0,0,0,0
161,10/06/2020,0,0,0,0,1,17146,922,28.7,28.7,34.44,28.21,75,26,15,0,0,26,0,0,0,26,18,0,26,0,0,0,0,26,0,0,26,0,0,0,26,15,0,26,24,21,9,0,26,9,0,26,12,12,26,21,21,26,24,0,0,26,24,0,26,0,0,0,0,0
162,11/06/2020,0,0,0,0,1,17187,922,28.7,28.7,34.44,28.21,75,26,15,0,0,26,0,0,0,26,18,0,26,0,0,0,0,26,0,0,26,0,0,0,26,15,0,26,26,21,9,0,26,9,0,26,12,12,26,21,21,26,24,0,0,26,24,0,26,0,0,0,0,0
163,12/06/2020,0,0,0,0,1,17250,924,28.7,28.7,34.44,28.21,75,27,15,0,0,27,0,0,0,27,18,0,27,0,0,0,0,27,0,0,27,0,0,0,27,18,0,27,24,21,9,0,27,9,0,27,12,12,27,21,21,27,24,0,0,27,24,0,27,0,0,0,0,0
164,13/06/2020,0,0,0,0,1,17293,927,28.7,28.7,34.44,28.21,75,27,15,0,0,27,0,0,0,27,18,0,27,0,0,0,0,27,0,0,27,0,0,0,27,18,0,27,24,21,9,0,27,9,0,27,12,12,27,21,21,27,24,0,0,27,24,0,27,0,0,0,0,0
165,14/06/2020,0,0,0,0,1,17369,927,28.7,28.7,34.44,28.21,75,27,15,0,0,27,0,0,0,27,18,0,27,0,0,0,0,27,0,0,27,0,0,0,27,18,0,27,24,21,12,0,27,9,0,27,15,15,27,21,21,27,24,0,0,27,24,0,27,0,0,0,0,0
166,15/06/2020,0,0,0,0,1,17439,929,28.7,28.7,36.67,30.77,75,27,15,0,0,27,0,0,0,27,18,0,27,0,0,0,0,27,0,0,27,0,0,0,27,18,0,27,24,21,12,0,27,9,0,27,15,15,27,21,21,27,24,0,0,27,24,0,27,0,0,0,0,0
167,16/06/2020,0,0,0,0,1,17484,934,28.7,28.7,36.67,30.77,75,27,15,0,0,27,0,0,0,27,18,0,27,0,0,0,0,27,0,0,27,0,0,0,27,18,0,27,24,21,12,0,27,9,0,27,15,15,27,21,21,27,24,0,0,27,24,0,27,0,0,0,0,0
168,17/06/2020,0,0,0,0,1,17530,935,28.7,28.7,36.67,30.77,75,27,15,0,0,27,0,0,0,27,18,0,27,0,0,0,0,27,0,0,27,0,0,0,27,18,0,27,27,21,12,0,27,9,0,27,15,15,27,21,21,27,24,0,0,27,24,0,27,0,0,0,0,0
