,Date,E3_Fiscal measures,E4_International support,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay,C1_School closing (0),C1_School closing (1),C1_School closing (2),C1_School closing (3),C2_Workplace closing (0),C2_Workplace closing (1),C2_Workplace closing (2),C2_Workplace closing (3),C3_Cancel public events (0),C3_Cancel public events (1),C3_Cancel public events (2),C4_Restrictions on gatherings (0),C4_Restrictions on gatherings (1),C4_Restrictions on gatherings (2),C4_Restrictions on gatherings (3),C4_Restrictions on gatherings (4),C5_Close public transport (0),C5_Close public transport (1),C5_Close public transport (2),C6_Stay at home requirements (0),C6_Stay at home requirements (1),C6_Stay at home requirements (2),C6_Stay at home requirements (3),C7_Restrictions on internal movement (0),C7_Restrictions on internal movement (1),C7_Restrictions on internal movement (2),C8_International travel controls (0),C8_International travel controls (1),C8_International travel controls (2),C8_International travel controls (3),C8_International travel controls (4),E1_Income support (0),E1_Income support (1),E1_Income support (2),E2_Debt/contract relief (0),E2_Debt/contract relief (1),E2_Debt/contract relief (2),H1_Public information campaigns (0),H1_Public information campaigns (1),H1_Public information campaigns (2),H2_Testing policy (0),H2_Testing policy (1),H2_Testing policy (2),H2_Testing policy (3),H3_Contact tracing (0),H3_Contact tracing (1),H3_Contact tracing (2),H7_Vaccination policy (0),H7_Vaccination policy (1),H7_Vaccination policy (2),H7_Vaccination policy (3),H7_Vaccination policy (4),H7_Vaccination policy (5)
250,07/09/2020,0,0,0,0,1,72213,1377,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,24,0,41,27,27,41,36,36,41,39,12,0,41,39,0,41,0,0,0,0,0
251,08/09/2020,0,0,0,0,1,72724,1398,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,39,36,24,0,41,24,0,41,27,27,41,36,36,41,39,12,0,41,39,0,41,0,0,0,0,0
252,09/09/2020,0,0,0,0,1,73264,1412,32.41,32.41,38.89,33.33,75,41,30,0,0,41,6,0,0,41,33,0,41,0,0,0,0,41,0,0,41,6,0,0,41,6,0,41,41,36,24,0,41,24,0,41,27,27,41,36,36,41,39,12,0,41,39,0,41,0,0,0,0,0
253,10/09/2020,0,0,0,0,1,73916,1416,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,24,0,42,24,0,42,27,27,42,36,36,42,39,12,0,42,39,0,42,0,0,0,0,0
254,11/09/2020,0,0,0,0,1,74558,1428,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,24,0,42,24,0,42,27,27,42,36,36,42,39,12,0,42,39,0,42,0,0,0,0,0
255,12/09/2020,0,0,0,0,1,75206,1441,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,27,0,42,24,0,42,30,30,42,36,36,42,39,12,0,42,39,0,42,0,0,0,0,0
256,13/09/2020,0,0,0,0,1,75646,1448,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,27,0,42,24,0,42,30,30,42,36,36,42,39,15,0,42,39,0,42,0,0,0,0,0
257,14/09/2020,0,0,0,0,1,75914,1455,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,6,0,0,42,6,0,42,39,36,27,0,42,24,0,42,30,30,42,36,36,42,39,15,0,42,39,0,42,0,0,0,0,0
258,15/09/2020,0,0,0,0,1,76446,1463,38.89,38.89,42.78,37.82,75,42,30,0,0,42,6,0,0,42,33,0,42,0,0,0,0,42,0,0,42,9,0,0,42,9,0,42,42,36,27,0,42,24,0,42,30,30,42,36,36,42,39,15,0,42,39,0,42,0,0,0,0,0
259,16/09/2020,0,0,0,0,1,76997,1481,38.89,38.89,42.78,37.82,75,43,33,0,0,43,6,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
260,17/09/2020,0,0,0,0,1,77488,1490,38.89,38.89,42.78,37.82,75,43,33,0,0,43,6,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
261,18/09/2020,0,0,0,0,1,78061,1500,38.89,38.89,42.78,37.82,75,43,33,0,0,43,9,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
262,19/09/2020,0,0,0,0,1,78662,1504,38.89,38.89,42.78,37.82,75,43,33,0,0,43,9,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
263,20/09/2020,0,0,0,0,1,79142,1508,38.89,38.89,42.78,37.82,75,43,33,0,0,43,9,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,42,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
264,21/09/2020,0,0,0,0,1,79462,1518,38.89,38.89,42.78,37.82,75,43,33,0,0,43,9,0,0,43,33,0,43,0,0,0,0,43,0,0,43,9,0,0,43,9,0,43,43,36,27,0,43,24,0,43,30,30,43,36,36,43,39,15,0,43,39,0,43,0,0,0,0,0
265,22/09/2020,0,0,0,0,1,79773,1519,38.89,38.89,42.78,37.82,75,44,33,0,0,44,9,0,0,44,33,0,44,0,0,0,0,44,0,0,44,9,0,0,44,9,0,44,42,39,27,0,44,24,0,44,30,30,44,36,36,44,39,15,0,44,39,0,44,0,0,0,0,0
266,23/09/2020,0,0,0,0,1,80009,1525,38.89,38.89,42.78,37.82,75,44,33,0,0,44,9,0,0,44,36,0,44,0,0,0,0,44,0,0,44,9,0,0,44,9,0,44,42,39,27,0,44,24,0,44,30,30,44,36,36,44,42,15,0,44,42,0,44,0,0,0,0,0
267,24/09/2020,0,0,0,0,1,80490,1540,33.33,33.33,39.44,33.97,75,44,33,0,0,44,9,0,0,44,36,0,44,0,0,0,0,44,0,0,44,9,0,0,44,9,0,44,42,0,0,0,44,24,0,44,30,30,44,36,36,44,42,15,0,44,42,0,44,0,0,0,0,0
268,25/09/2020,0,0,0,0,1,81054,1544,33.33,33.33,39.44,33.97,75,44,33,0,0,44,9,0,0,44,36,0,44,0,0,0,0,44,0,0,44,9,0,0,44,9,0,44,42,0,0,0,44,27,0,44,30,30,44,39,39,44,42,15,0,44,42,0,44,0,0,0,0,0
269,26/09/2020,0,0,0,0,1,81703,1547,33.33,33.33,39.44,33.97,75,44,33,0,0,44,9,0,0,44,36,0,44,0,0,0,0,44,0,0,44,9,0,0,44,9,0,44,42,0,0,0,44,27,0,44,30,30,44,39,39,44,42,15,0,44,42,0,44,0,0,0,0,0
270,27/09/2020,0,0,0,0,1,82186,1549,33.33,33.33,39.44,33.97,75,44,33,0,0,44,9,0,0,44,36,0,44,0,0,0,0,44,0,0,44,9,0,0,44,9,0,44,44,0,0,0,44,27,0,44,30,30,44,39,39,44,42,15,0,44,42,0,44,0,0,0,0,0
271,28/09/2020,0,0,0,0,1,82484,1561,33.33,33.33,39.44,33.97,75,45,33,0,0,45,9,0,0,45,36,0,45,0,0,0,0,45,0,0,45,9,0,0,45,9,0,45,42,0,0,0,45,27,0,45,30,30,45,39,39,45,42,15,0,45,42,0,45,0,0,0,0,0
272,29/09/2020,0,0,0,0,1,83022,1568,33.33,33.33,39.44,33.97,75,45,33,0,0,45,9,0,0,45,36,0,45,0,0,0,0,45,0,0,45,9,0,0,45,9,0,45,42,0,0,0,45,27,0,45,30,30,45,39,39,45,42,15,0,45,42,0,45,0,0,0,0,0
273,30/09/2020,0,0,0,0,1,83591,1575,33.33,33.33,39.44,33.97,75,45,33,0,0,45,9,0,0,45,36,0,45,0,0,0,0,45,0,0,45,9,0,0,45,9,0,45,42,0,0,0,45,27,0,45,33,33,45,39,39,45,42,15,0,45,42,0,45,0,0,0,0,0
274,01/10/2020,0,0,0,7863849765,1,84244,1580,33.33,33.33,39.44,33.97,75,45,33,0,0,45,9,0,0,45,36,0,45,0,0,0,0,45,0,0,45,9,0,0,45,9,0,45,42,0,0,0,45,27,0,45,33,33,45,39,39,45,42,18,0,45,42,0,45,0,0,0,0,0
275,02/10/2020,0,0,0,0,1,84768,1591,33.33,33.33,39.44,33.97,75,45,33,0,0,45,9,0,0,45,36,0,45,0,0,0,0,45,0,0,45,9,0,0,45,9,0,45,42,0,0,0,45,27,0,45,33,33,45,39,39,45,42,18,0,45,42,0,45,0,0,0,0,0
276,03/10/2020,0,0,0,0,1,85345,1594,33.33,33.33,39.44,33.97,75,45,33,0,0,45,9,0,0,45,36,0,45,0,0,0,0,45,0,0,45,12,0,0,45,12,0,45,45,0,0,0,45,27,0,45,33,33,45,39,39,45,42,18,0,45,42,0,45,0,0,0,0,0
277,04/10/2020,0,0,0,0,1,85746,1598,33.33,33.33,39.44,33.97,75,46,36,0,0,46,9,0,0,46,36,0,46,0,0,0,0,46,0,0,46,12,0,0,46,12,0,46,45,0,0,0,46,27,0,46,33,33,46,39,39,46,42,18,0,46,42,0,46,0,0,0,0,0
278,05/10/2020,0,0,0,0,1,86027,1602,33.33,33.33,39.44,33.97,75,46,36,0,0,46,9,0,0,46,36,0,46,0,0,0,0,46,0,0,46,12,0,0,46,12,0,46,45,0,0,0,46,27,0,46,33,33,46,39,39,46,42,18,0,46,42,0,46,0,0,0,0,0
279,06/10/2020,0,0,0,0,1,86540,1609,33.33,33.33,39.44,33.97,75,46,36,0,0,46,12,0,0,46,36,0,46,0,0,0,0,46,0,0,46,12,0,0,46,12,0,46,45,0,0,0,46,27,0,46,33,33,46,39,39,46,42,18,0,46,42,0,46,0,0,0,0,0
280,07/10/2020,0,0,0,0,1,87039,1614,33.33,33.33,39.44,33.97,75,46,36,0,0,46,12,0,0,46,36,0,46,0,0,0,0,46,0,0,46,12,0,0,46,12,0,46,45,0,0,0,46,27,0,46,33,33,46,39,39,46,42,18,0,46,42,0,46,0,0,0,0,0
281,08/10/2020,0,0,0,0,1,87679,1617,33.33,33.33,39.44,33.97,75,46,36,0,0,46,12,0,0,46,36,0,46,0,0,0,0,46,0,0,46,12,0,0,46,12,0,46,45,0,0,0,46,27,0,46,33,33,46,39,39,46,42,18,0,46,42,0,46,0,0,0,0,0
282,09/10/2020,0,0,0,0,1,88267,1623,33.33,33.33,39.44,33.97,75,46,36,0,0,46,12,0,0,46,36,0,46,0,0,0,0,46,0,0,46,12,0,0,46,12,0,46,46,0,0,0,46,27,0,46,33,33,46,39,39,46,42,18,0,46,42,0,46,0,0,0,0,0
283,10/10/2020,0,0,0,0,1,88962,1626,33.33,33.33,39.44,33.97,75,47,36,0,0,47,12,0,0,47,36,0,47,0,0,0,0,47,0,0,47,12,0,0,47,12,0,47,45,0,0,0,47,27,0,47,33,33,47,39,39,47,42,18,0,47,42,0,47,0,0,0,0,0
284,11/10/2020,0,0,0,0,1,89400,1628,33.33,33.33,39.44,33.97,75,47,36,0,0,47,12,0,0,47,39,0,47,0,0,0,0,47,0,0,47,12,0,0,47,12,0,47,45,0,0,0,47,27,0,47,33,33,47,39,39,47,45,18,0,47,45,0,47,0,0,0,0,0
285,12/10/2020,0,0,0,0,1,89652,1631,33.33,33.33,39.44,33.97,75,47,36,0,0,47,12,0,0,47,39,0,47,0,0,0,0,47,0,0,47,12,0,0,47,12,0,47,45,0,0,0,47,27,0,47,33,33,47,39,39,47,45,18,0,47,45,0,47,0,0,0,0,0
286,13/10/2020,0,0,0,0,1,90153,1635,38.89,38.89,42.78,37.82,75,47,36,0,0,47,12,0,0,47,39,0,47,0,0,0,0,47,0,0,47,12,0,0,47,12,0,47,45,0,0,0,47,30,0,47,33,33,47,42,42,47,45,18,0,47,45,0,47,0,0,0,0,0
287,14/10/2020,0,0,0,0,1,90694,1646,38.89,38.89,42.78,37.82,75,47,36,0,0,47,12,0,0,47,39,0,47,0,0,0,0,47,0,0,47,12,0,0,47,12,0,47,45,0,0,0,47,30,0,47,33,33,47,42,42,47,45,18,0,47,45,0,47,0,0,0,0,0
288,15/10/2020,0,0,0,0,1,91402,1650,38.89,38.89,42.78,37.82,75,47,36,0,0,47,12,0,0,47,39,0,47,0,0,0,0,47,0,0,47,12,0,0,47,12,0,47,47,0,0,0,47,30,0,47,33,33,47,42,42,47,45,18,0,47,45,0,47,0,0,0,0,0
289,16/10/2020,0,0,0,0,1,92044,1664,38.89,38.89,42.78,37.82,75,48,36,0,0,48,12,0,0,48,39,0,48,0,0,0,0,48,0,0,48,12,0,0,48,12,0,48,45,0,0,0,48,30,0,48,33,33,48,42,42,48,45,18,0,48,45,0,48,0,0,0,0,0
290,17/10/2020,0,0,0,0,1,92670,1670,38.89,38.89,42.78,37.82,75,48,36,0,0,48,12,0,0,48,39,0,48,0,0,0,0,48,0,0,48,12,0,0,48,12,0,48,45,0,0,0,48,30,0,48,33,33,48,42,42,48,45,18,0,48,45,0,48,0,0,0,0,0
291,18/10/2020,0,0,0,0,1,93098,1672,38.89,38.89,42.78,37.82,75,48,36,0,0,48,12,0,0,48,39,0,48,0,0,0,0,48,0,0,48,12,0,0,48,12,0,48,45,0,0,0,48,30,0,48,36,36,48,42,42,48,45,18,0,48,45,0,48,0,0,0,0,0
292,19/10/2020,0,0,0,0,1,93408,1676,38.89,38.89,42.78,37.82,75,48,36,0,0,48,12,0,0,48,39,0,48,0,0,0,0,48,0,0,48,12,0,0,48,12,0,48,45,0,0,0,48,30,0,48,36,36,48,42,42,48,45,21,0,48,45,0,48,0,0,0,0,0
293,20/10/2020,0,0,0,0,1,93895,1679,38.89,38.89,42.78,37.82,75,48,36,0,0,48,12,0,0,48,39,0,48,0,0,0,0,48,0,0,48,12,0,0,48,12,0,48,45,0,0,0,48,30,0,48,36,36,48,42,42,48,45,21,0,48,45,0,48,0,0,0,0,0
294,21/10/2020,0,0,0,0,1,94515,1686,38.89,38.89,42.78,37.82,75,48,36,0,0,48,12,0,0,48,39,0,48,0,0,0,0,48,0,0,48,15,0,0,48,15,0,48,48,0,0,0,48,30,0,48,36,36,48,42,42,48,45,21,0,48,45,0,48,0,0,0,0,0
295,22/10/2020,0,0,0,0,1,95134,1697,38.89,38.89,42.78,37.82,75,49,39,0,0,49,12,0,0,49,39,0,49,0,0,0,0,49,0,0,49,15,0,0,49,15,0,49,48,0,0,0,49,30,0,49,36,36,49,42,42,49,45,21,0,49,45,0,49,0,0,0,0,0
296,23/10/2020,0,0,0,0,1,95868,1706,38.89,38.89,42.78,37.82,75,49,39,0,0,49,12,0,0,49,39,0,49,0,0,0,0,49,0,0,49,15,0,0,49,15,0,49,48,0,0,0,49,30,0,49,36,36,49,42,42,49,45,21,0,49,45,0,49,0,0,0,0,0
297,24/10/2020,0,0,0,0,1,96599,1710,38.89,38.89,42.78,37.82,75,49,39,0,0,49,15,0,0,49,39,0,49,0,0,0,0,49,0,0,49,15,0,0,49,15,0,49,48,0,0,0,49,30,0,49,36,36,49,42,42,49,45,21,0,49,45,0,49,0,0,0,0,0
298,25/10/2020,0,0,0,0,1,97095,1716,38.89,38.89,42.78,37.82,75,49,39,0,0,49,15,0,0,49,39,0,49,0,0,0,0,49,0,0,49,15,0,0,49,15,0,49,48,0,0,0,49,30,0,49,36,36,49,42,42,49,45,21,0,49,45,0,49,0,0,0,0,0
299,26/10/2020,0,0,0,0,1,97503,1721,38.89,38.89,42.78,37.82,75,49,39,0,0,49,15,0,0,49,39,0,49,0,0,0,0,49,0,0,49,15,0,0,49,15,0,49,48,0,0,0,49,30,0,49,36,36,49,42,42,49,45,21,0,49,45,0,49,0,0,0,0,0
300,27/10/2020,0,0,0,0,1,98146,1726,38.89,38.89,42.78,37.82,75,49,39,0,0,49,15,0,0,49,39,0,49,0,0,0,0,49,0,0,49,15,0,0,49,15,0,49,49,0,0,0,49,30,0,49,36,36,49,42,42,49,45,21,0,49,45,0,49,0,0,0,0,0
301,28/10/2020,0,0,0,0,1,98877,1731,38.89,38.89,42.78,37.82,75,50,39,0,0,50,15,0,0,50,39,0,50,0,0,0,0,50,0,0,50,15,0,0,50,15,0,50,48,0,0,0,50,30,0,50,36,36,50,42,42,50,45,21,0,50,45,0,50,0,0,0,0,0
302,29/10/2020,0,0,0,0,1,99674,1748,38.89,38.89,42.78,37.82,75,50,39,0,0,50,15,0,0,50,42,0,50,0,0,0,0,50,0,0,50,15,0,0,50,15,0,50,48,0,0,0,50,30,0,50,36,36,50,42,42,50,48,21,0,50,48,0,50,0,0,0,0,0
303,30/10/2020,0,0,0,0,1,100450,1756,38.89,38.89,42.78,37.82,75,50,39,0,0,50,15,0,0,50,42,0,50,0,0,0,0,50,0,0,50,15,0,0,50,15,0,50,48,0,0,0,50,30,0,50,36,36,50,42,42,50,48,21,0,50,48,0,50,0,0,0,0,0
304,31/10/2020,0,0,0,0,1,101327,1769,38.89,38.89,42.78,37.82,75,50,39,0,0,50,15,0,0,50,42,0,50,0,0,0,0,50,0,0,50,15,0,0,50,15,0,50,48,3,3,0,50,33,0,50,36,36,50,45,45,50,48,21,0,50,48,0,50,0,0,0,0,0
305,01/11/2020,0,0,0,0,1,101943,1776,38.89,38.89,42.78,37.82,75,50,39,0,0,50,15,0,0,50,42,0,50,0,0,0,0,50,0,0,50,15,0,0,50,15,0,50,48,3,3,0,50,33,0,50,36,36,50,45,45,50,48,21,0,50,48,0,50,0,0,0,0,0
306,02/11/2020,0,0,0,0,1,102431,1787,38.89,38.89,42.78,37.82,75,50,39,0,0,50,15,0,0,50,42,0,50,0,0,0,0,50,0,0,50,15,0,0,50,15,0,50,50,3,3,0,50,33,0,50,36,36,50,45,45,50,48,21,0,50,48,0,50,0,0,0,0,0
307,03/11/2020,0,0,0,0,1,103309,1794,38.89,38.89,42.78,37.82,75,51,39,0,0,51,15,0,0,51,42,0,51,0,0,0,0,51,0,0,51,15,0,0,51,15,0,51,48,3,3,0,51,33,0,51,36,36,51,45,45,51,48,21,0,51,48,0,51,0,0,0,0,0
308,04/11/2020,0,0,0,0,1,103928,1799,38.89,38.89,42.78,37.82,75,51,39,0,0,51,15,0,0,51,42,0,51,0,0,0,0,51,0,0,51,15,0,0,51,15,0,51,48,3,3,0,51,33,0,51,36,36,51,45,45,51,48,21,0,51,48,0,51,0,0,0,0,0
309,05/11/2020,0,0,0,0,1,104964,1806,38.89,38.89,42.78,37.82,75,51,39,0,0,51,15,0,0,51,42,0,51,0,0,0,0,51,0,0,51,15,0,0,51,15,0,51,48,3,3,0,51,33,0,51,39,39,51,45,45,51,48,21,0,51,48,0,51,0,0,0,0,0
310,06/11/2020,0,0,0,0,1,106136,1810,38.89,38.89,42.78,37.82,75,51,39,0,0,51,15,0,0,51,42,0,51,0,0,0,0,51,0,0,51,15,0,0,51,15,0,51,48,3,3,0,51,33,0,51,39,39,51,45,45,51,48,24,0,51,48,0,51,0,0,0,0,0
311,07/11/2020,0,0,0,0,1,107439,1815,38.89,38.89,42.78,37.82,75,51,39,0,0,51,15,0,0,51,42,0,51,0,0,0,0,51,0,0,51,15,0,0,51,15,0,51,48,3,3,0,51,33,0,51,39,39,51,45,45,51,48,24,0,51,48,0,51,0,0,0,0,0
312,08/11/2020,0,0,0,0,1,108394,1821,38.89,38.89,42.78,37.82,75,51,39,0,0,51,15,0,0,51,42,0,51,0,0,0,0,51,0,0,51,18,0,0,51,18,0,51,51,3,3,0,51,33,0,51,39,39,51,45,45,51,48,24,0,51,48,0,51,0,0,0,0,0
313,09/11/2020,0,0,0,0,1,109191,1834,38.89,38.89,42.78,37.82,75,52,42,0,0,52,15,0,0,52,42,0,52,0,0,0,0,52,0,0,52,18,0,0,52,18,0,52,51,3,3,0,52,33,0,52,39,39,52,45,45,52,48,24,0,52,48,0,52,0,0,0,0,0
314,10/11/2020,0,0,0,0,1,110487,1840,38.89,38.89,42.78,37.82,75,52,42,0,0,52,15,0,0,52,42,0,52,0,0,0,0,52,0,0,52,18,0,0,52,18,0,52,51,3,3,0,52,33,0,52,39,39,52,45,45,52,48,24,0,52,48,0,52,0,0,0,0,0
315,11/11/2020,0,0,0,0,1,112011,1847,38.89,38.89,42.78,37.82,75,52,42,0,0,52,18,0,0,52,42,0,52,0,0,0,0,52,0,0,52,18,0,0,52,18,0,52,51,3,3,0,52,33,0,52,39,39,52,45,45,52,48,24,0,52,48,0,52,0,0,0,0,0
316,12/11/2020,0,0,0,0,1,113655,1854,38.89,38.89,42.78,37.82,75,52,42,0,0,52,18,0,0,52,42,0,52,0,0,0,0,52,0,0,52,18,0,0,52,18,0,52,51,3,3,0,52,33,0,52,39,39,52,45,45,52,48,24,0,52,48,0,52,0,0,0,0,0
317,13/11/2020,0,0,0,0,1,115360,1864,38.89,38.89,42.78,37.82,75,52,42,0,0,52,18,0,0,52,42,0,52,0,0,0,0,52,0,0,52,18,0,0,52,18,0,52,51,3,3,0,52,33,0,52,39,39,52,45,45,52,48,24,0,52,48,0,52,0,0,0,0,0
318,14/11/2020,0,0,0,0,1,117113,1865,38.89,38.89,42.78,37.82,75,52,42,0,0,52,18,0,0,52,42,0,52,0,0,0,0,52,0,0,52,18,0,0,52,18,0,52,52,3,3,0,52,33,0,52,39,39,52,45,45,52,48,24,0,52,48,0,52,0,0,0,0,0
319,15/11/2020,0,0,0,0,1,118611,1874,38.89,38.89,42.78,37.82,75,53,42,0,0,53,18,0,0,53,42,0,53,0,0,0,0,53,0,0,53,18,0,0,53,18,0,53,51,3,3,0,53,33,0,53,39,39,53,45,45,53,48,24,0,53,48,0,53,0,0,0,0,0
320,16/11/2020,0,0,0,0,1,119557,1883,38.89,38.89,42.78,37.82,75,53,42,0,0,53,18,0,0,53,45,0,53,0,0,0,0,53,0,0,53,18,0,0,53,18,0,53,51,3,3,0,53,33,0,53,39,39,53,45,45,53,51,24,0,53,51,0,53,0,0,0,0,0
321,17/11/2020,0,0,0,0,3,121247,1895,38.89,38.89,48.33,48.08,50,53,42,0,0,53,18,0,0,53,45,0,53,0,0,0,0,53,0,0,53,18,0,0,53,18,0,53,51,3,3,0,53,33,0,53,39,0,53,45,45,53,51,24,0,53,51,0,53,0,0,0,0,0
322,18/11/2020,0,0,0,0,3,123477,1908,38.89,38.89,48.33,48.08,50,53,42,0,0,53,18,0,0,53,45,0,53,0,0,0,0,53,0,0,53,18,0,0,53,18,0,53,51,6,6,0,53,36,0,53,39,0,53,48,48,53,51,24,0,53,51,0,53,0,0,0,0,0
323,19/11/2020,0,0,0,0,3,125859,1920,38.89,38.89,48.33,48.08,50,53,42,0,0,53,18,0,0,53,45,0,53,0,0,0,0,53,0,0,53,18,0,0,53,18,0,53,51,6,6,0,53,36,0,53,39,0,53,48,48,53,51,24,0,53,51,0,53,0,0,0,0,0
324,20/11/2020,0,0,0,0,3,128285,1930,38.89,38.89,48.33,48.08,50,53,42,0,0,53,18,0,0,53,45,0,53,0,0,0,0,53,0,0,53,18,0,0,53,18,0,53,53,6,6,0,53,36,0,53,39,0,53,48,48,53,51,24,0,53,51,0,53,0,0,0,0,0
325,21/11/2020,0,0,0,0,3,130871,1932,38.89,38.89,48.33,48.08,50,54,42,0,0,54,18,0,0,54,45,0,54,0,0,0,0,54,0,0,54,18,0,0,54,18,0,54,51,6,6,0,54,36,0,54,39,0,54,48,48,54,51,24,0,54,51,0,54,0,0,0,0,0
326,22/11/2020,0,0,0,0,3,133034,1943,38.89,38.89,48.33,48.08,50,54,42,0,0,54,18,0,0,54,45,0,54,0,0,0,0,54,0,0,54,18,0,0,54,18,0,54,51,6,6,0,54,36,0,54,39,0,54,48,48,54,51,24,0,54,51,0,54,0,0,0,0,0
327,23/11/2020,0,0,0,0,3,134554,1949,38.89,38.89,48.33,48.08,50,54,42,0,0,54,18,0,0,54,45,0,54,0,0,0,0,54,0,0,54,18,0,0,54,18,0,54,51,6,6,0,54,36,0,54,42,0,54,48,48,54,51,24,0,54,51,0,54,0,0,0,0,0
328,24/11/2020,0,0,0,0,1,135786,1963,38.89,38.89,45,44.23,50,54,42,0,0,54,18,0,0,54,45,0,54,0,0,0,0,54,0,0,54,18,0,0,54,18,0,54,51,6,6,0,54,36,0,54,42,0,54,48,48,54,51,27,0,54,51,0,54,0,0,0,0,0
329,25/11/2020,0,0,0,0,1,137735,1983,38.89,38.89,45,44.23,50,54,42,0,0,54,18,0,0,54,45,0,54,0,0,0,0,54,0,0,54,18,0,0,54,18,0,54,51,6,6,0,54,36,0,54,42,0,54,48,48,54,51,27,0,54,51,0,54,0,0,0,0,0
330,26/11/2020,0,0,0,0,1,140225,1996,38.89,38.89,45,44.23,50,54,42,0,0,54,18,0,0,54,45,0,54,0,0,0,0,54,0,0,54,21,0,0,54,21,0,54,54,6,6,0,54,36,0,54,42,0,54,48,48,54,51,27,0,54,51,0,54,0,0,0,0,0
