,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,ConfirmedCases,ConfirmedDeaths,StringencyIndex,StringencyIndexForDisplay,GovernmentResponseIndexForDisplay,ContainmentHealthIndexForDisplay,EconomicSupportIndexForDisplay
166,15/06/2020,1,0,1,0,0,0,1,3,1,2,0,0,2,2,1,0,0,1,0,17439,929,28.7,28.7,36.67,30.77,75
167,16/06/2020,1,0,1,0,0,0,1,3,1,2,0,0,2,2,1,0,0,1,0,17484,934,28.7,28.7,36.67,30.77,75
168,17/06/2020,1,0,1,0,0,0,1,3,1,2,0,0,2,2,1,0,0,1,0,17530,935,28.7,28.7,36.67,30.77,75
169,18/06/2020,1,0,1,0,0,0,1,3,1,2,0,0,2,2,1,0,0,1,0,17588,935,28.7,28.7,36.67,30.77,75
170,19/06/2020,1,0,1,0,0,0,1,3,1,2,0,0,2,2,1,0,0,1,0,17658,951,28.7,28.7,36.67,30.77,75
171,20/06/2020,1,0,1,0,0,0,1,3,1,2,0,0,2,2,1,0,0,1,0,17725,955,28.7,28.7,36.67,30.77,75
172,21/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,17780,955,25.93,25.93,35,28.85,75
173,22/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,17820,955,25.93,25.93,35,28.85,75
174,23/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,17879,965,25.93,25.93,35,28.85,75
175,24/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,17963,967,25.93,25.93,35,28.85,75
176,25/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,18055,971,25.93,25.93,35,28.85,75
177,26/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,18162,971,25.93,25.93,35,28.85,75
178,27/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,18254,971,25.93,25.93,35,28.85,75
179,28/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,18366,972,25.93,25.93,35,28.85,75
180,29/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,18476,972,25.93,25.93,35,28.85,75
181,30/06/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,18615,972,25.93,25.93,35,28.85,75
182,01/07/2020,1,0,1,0,0,0,0,3,1,2,0,465133140,2,2,1,0,0,1,0,18838,976,25.93,25.93,35,28.85,75
183,02/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,19055,977,25.93,25.93,35,28.85,75
184,03/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,19185,977,25.93,25.93,35,28.85,75
185,04/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,19461,977,25.93,25.93,35,28.85,75
186,05/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,19668,977,25.93,25.93,35,28.85,75
187,06/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,19848,978,25.93,25.93,35,28.85,75
188,07/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,20055,981,25.93,25.93,35,28.85,75
189,08/07/2020,1,0,1,0,0,0,0,3,1,2,0,7484026,2,2,1,0,0,1,0,20261,982,25.93,25.93,35,28.85,75
190,09/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,20617,982,25.93,25.93,35,28.85,75
191,10/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,106000000,1,0,21044,982,25.93,25.93,35,28.85,75
192,11/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,21430,982,25.93,25.93,35,28.85,75
193,12/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,21841,983,25.93,25.93,35,28.85,75
194,13/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,22125,984,25.93,25.93,35,28.85,75
195,14/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,22437,984,25.93,25.93,35,28.85,75
196,15/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,23172,984,25.93,25.93,35,28.85,75
197,16/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,23510,985,25.93,25.93,35,28.85,75
198,17/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,24104,985,25.93,25.93,35,28.85,75
199,18/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,24946,986,25.93,25.93,35,28.85,75
200,19/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,25446,986,25.93,25.93,35,28.85,75
201,20/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,25706,988,25.93,25.93,35,28.85,75
202,21/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,26463,988,25.93,25.93,35,28.85,75
203,22/07/2020,1,0,1,0,0,0,0,3,1,2,0,0,2,2,1,0,0,1,0,27136,990,25.93,25.93,35,28.85,75
204,23/07/2020,1,0,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,28114,992,30.56,30.56,37.78,32.05,75
205,24/07/2020,1,0,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,28883,994,30.56,30.56,37.78,32.05,75
206,25/07/2020,1,0,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,29684,996,30.56,30.56,37.78,32.05,75
207,26/07/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,30548,998,34.26,34.26,40,34.62,75
208,27/07/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,31142,998,34.26,34.26,40,34.62,75
209,28/07/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,32116,1001,34.26,34.26,40,34.62,75
210,29/07/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,33382,1001,34.26,34.26,40,34.62,75
211,30/07/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,35144,1007,34.26,34.26,40,34.62,75
212,31/07/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,36234,1008,34.26,34.26,40,34.62,75
213,01/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,37804,1012,34.26,34.26,40,34.62,75
214,02/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,39116,1013,34.26,34.26,40,34.62,75
215,03/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,40099,1018,34.26,34.26,40,34.62,75
216,04/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,41347,1023,34.26,34.26,40,34.62,75
217,05/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,42686,1028,34.26,34.26,40,34.62,75
218,06/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,44167,1034,32.41,32.41,38.89,33.33,75
219,07/08/2020,1,1,1,0,0,1,1,3,1,2,10400000000,0,2,2,1,0,0,1,0,45764,1042,32.41,32.41,38.89,33.33,75
220,08/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,47342,1042,32.41,32.41,38.89,33.33,75
221,09/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,48782,1047,32.41,32.41,38.89,33.33,75
222,10/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,49617,1052,32.41,32.41,38.89,33.33,75
223,11/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,50302,1058,32.41,32.41,38.89,33.33,75
224,12/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,51288,1066,32.41,32.41,38.89,33.33,75
225,13/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,52471,1073,32.41,32.41,38.89,33.33,75
226,14/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,53818,1080,32.41,32.41,38.89,33.33,75
227,15/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,55051,1093,32.41,32.41,38.89,33.33,75
228,16/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,56074,1103,32.41,32.41,38.89,33.33,75
229,17/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,56717,1112,32.41,32.41,38.89,33.33,75
230,18/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,57636,1135,32.41,32.41,38.89,33.33,75
231,19/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,58728,1148,32.41,32.41,38.89,33.33,75
232,20/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,59900,1157,32.41,32.41,38.89,33.33,75
233,21/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,60949,1175,32.41,32.41,38.89,33.33,75
234,22/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,61916,1179,32.41,32.41,38.89,33.33,75
235,23/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,62658,1188,32.41,32.41,38.89,33.33,75
236,24/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,63158,1201,32.41,32.41,38.89,33.33,75
237,25/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,63888,1219,32.41,32.41,38.89,33.33,75
238,26/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,64779,1230,32.41,32.41,38.89,33.33,75
239,27/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,65653,1241,32.41,32.41,38.89,33.33,75
240,28/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,66499,1251,32.41,32.41,38.89,33.33,75
241,29/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,67353,1271,32.41,32.41,38.89,33.33,75
242,30/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,67958,1285,32.41,32.41,38.89,33.33,75
243,31/08/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,68396,1298,32.41,32.41,38.89,33.33,75
244,01/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,69023,1313,32.41,32.41,38.89,33.33,75
245,02/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,69619,1327,32.41,32.41,38.89,33.33,75
246,03/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,70278,1334,32.41,32.41,38.89,33.33,75
247,04/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,70866,1352,32.41,32.41,38.89,33.33,75
248,05/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,71467,1361,32.41,32.41,38.89,33.33,75
249,06/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,71918,1366,32.41,32.41,38.89,33.33,75
250,07/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,72213,1377,32.41,32.41,38.89,33.33,75
251,08/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,72724,1398,32.41,32.41,38.89,33.33,75
252,09/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,73264,1412,32.41,32.41,38.89,33.33,75
253,10/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,73916,1416,38.89,38.89,42.78,37.82,75
254,11/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,74558,1428,38.89,38.89,42.78,37.82,75
255,12/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,75206,1441,38.89,38.89,42.78,37.82,75
256,13/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,75646,1448,38.89,38.89,42.78,37.82,75
257,14/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,75914,1455,38.89,38.89,42.78,37.82,75
258,15/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,76446,1463,38.89,38.89,42.78,37.82,75
259,16/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,76997,1481,38.89,38.89,42.78,37.82,75
260,17/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,77488,1490,38.89,38.89,42.78,37.82,75
261,18/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,78061,1500,38.89,38.89,42.78,37.82,75
262,19/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,78662,1504,38.89,38.89,42.78,37.82,75
263,20/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,79142,1508,38.89,38.89,42.78,37.82,75
264,21/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,79462,1518,38.89,38.89,42.78,37.82,75
265,22/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,79773,1519,38.89,38.89,42.78,37.82,75
266,23/09/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,80009,1525,38.89,38.89,42.78,37.82,75
267,24/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,80490,1540,33.33,33.33,39.44,33.97,75
268,25/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,81054,1544,33.33,33.33,39.44,33.97,75
269,26/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,81703,1547,33.33,33.33,39.44,33.97,75
270,27/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,82186,1549,33.33,33.33,39.44,33.97,75
271,28/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,82484,1561,33.33,33.33,39.44,33.97,75
272,29/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,83022,1568,33.33,33.33,39.44,33.97,75
273,30/09/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,83591,1575,33.33,33.33,39.44,33.97,75
274,01/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,7863849765,1,0,84244,1580,33.33,33.33,39.44,33.97,75
275,02/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,84768,1591,33.33,33.33,39.44,33.97,75
276,03/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,85345,1594,33.33,33.33,39.44,33.97,75
277,04/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,85746,1598,33.33,33.33,39.44,33.97,75
278,05/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,86027,1602,33.33,33.33,39.44,33.97,75
279,06/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,86540,1609,33.33,33.33,39.44,33.97,75
280,07/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,87039,1614,33.33,33.33,39.44,33.97,75
281,08/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,87679,1617,33.33,33.33,39.44,33.97,75
282,09/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,88267,1623,33.33,33.33,39.44,33.97,75
283,10/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,88962,1626,33.33,33.33,39.44,33.97,75
284,11/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,89400,1628,33.33,33.33,39.44,33.97,75
285,12/10/2020,1,1,1,0,0,1,1,1,1,2,0,0,2,2,1,0,0,1,0,89652,1631,33.33,33.33,39.44,33.97,75
286,13/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,90153,1635,38.89,38.89,42.78,37.82,75
287,14/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,90694,1646,38.89,38.89,42.78,37.82,75
288,15/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,91402,1650,38.89,38.89,42.78,37.82,75
289,16/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,92044,1664,38.89,38.89,42.78,37.82,75
290,17/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,92670,1670,38.89,38.89,42.78,37.82,75
291,18/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,93098,1672,38.89,38.89,42.78,37.82,75
292,19/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,93408,1676,38.89,38.89,42.78,37.82,75
293,20/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,93895,1679,38.89,38.89,42.78,37.82,75
294,21/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,94515,1686,38.89,38.89,42.78,37.82,75
295,22/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,95134,1697,38.89,38.89,42.78,37.82,75
296,23/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,95868,1706,38.89,38.89,42.78,37.82,75
297,24/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,96599,1710,38.89,38.89,42.78,37.82,75
298,25/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,97095,1716,38.89,38.89,42.78,37.82,75
299,26/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,97503,1721,38.89,38.89,42.78,37.82,75
300,27/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,98146,1726,38.89,38.89,42.78,37.82,75
301,28/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,98877,1731,38.89,38.89,42.78,37.82,75
302,29/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,99674,1748,38.89,38.89,42.78,37.82,75
303,30/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,100450,1756,38.89,38.89,42.78,37.82,75
304,31/10/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,101327,1769,38.89,38.89,42.78,37.82,75
305,01/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,101943,1776,38.89,38.89,42.78,37.82,75
306,02/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,102431,1787,38.89,38.89,42.78,37.82,75
307,03/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,103309,1794,38.89,38.89,42.78,37.82,75
308,04/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,103928,1799,38.89,38.89,42.78,37.82,75
309,05/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,104964,1806,38.89,38.89,42.78,37.82,75
310,06/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,106136,1810,38.89,38.89,42.78,37.82,75
311,07/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,107439,1815,38.89,38.89,42.78,37.82,75
312,08/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,108394,1821,38.89,38.89,42.78,37.82,75
313,09/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,109191,1834,38.89,38.89,42.78,37.82,75
314,10/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,110487,1840,38.89,38.89,42.78,37.82,75
315,11/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,112011,1847,38.89,38.89,42.78,37.82,75
316,12/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,113655,1854,38.89,38.89,42.78,37.82,75
317,13/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,115360,1864,38.89,38.89,42.78,37.82,75
318,14/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,117113,1865,38.89,38.89,42.78,37.82,75
319,15/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,118611,1874,38.89,38.89,42.78,37.82,75
320,16/11/2020,1,1,1,0,0,1,1,3,1,2,0,0,2,2,1,0,0,1,0,119557,1883,38.89,38.89,42.78,37.82,75
321,17/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,121247,1895,38.89,38.89,48.33,48.08,50
322,18/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,123477,1908,38.89,38.89,48.33,48.08,50
323,19/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,125859,1920,38.89,38.89,48.33,48.08,50
324,20/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,128285,1930,38.89,38.89,48.33,48.08,50
325,21/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,130871,1932,38.89,38.89,48.33,48.08,50
326,22/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,133034,1943,38.89,38.89,48.33,48.08,50
327,23/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,3,0,134554,1949,38.89,38.89,48.33,48.08,50
328,24/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,1,0,135786,1963,38.89,38.89,45,44.23,50
329,25/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,1,0,137735,1983,38.89,38.89,45,44.23,50
330,26/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,1,0,140225,1996,38.89,38.89,45,44.23,50
331,27/11/2020,1,1,1,0,0,1,1,3,1,1,0,0,2,3,2,0,0,1,0,142778,2028,38.89,38.89,45,44.23,50
